forecast_date,target,target_end_date,location,type,quantile,value
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.01,10.703
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.025,36.683
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.05,50.35
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.1,63.367
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.15,77.383
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.2,93.4
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.25,102.833
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.3,117.433
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.35,133.8
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.4,155.467
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.45,176.317
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.5,192.5
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.55,204.517
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.6,234.6
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.65,253.1
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.7,270.567
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.75,306.25
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.8,351
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.85,384.233
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.9,436
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.95,518
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.975,588.217
2020-05-04,1 day ahead inc hosp,2020-05-05,13,quantile,0.99,733.65
2020-05-04,1 day ahead inc hosp,2020-05-05,13,point,NA,192.5
2020-05-04,1 day ahead inc death,2020-05-05,13,quantile,0.01,6.673
2020-05-04,1 day ahead inc death,2020-05-05,13,quantile,0.025,9
2020-05-04,1 day ahead inc death,2020-05-05,13,quantile,0.05,12
2020-05-04,1 day ahead inc death,2020-05-05,13,quantile,0.1,21.367
